SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot,N_APT,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_SchoolNearBy
346017.00,2006,2008,6,2056,15,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
171681.00,2005,2008,6,914,12,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
268849.00,2007,2008,6,1419,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
172566.00,2005,2008,6,914,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
353982.00,2007,2008,6,1366,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
128318.00,1993,2008,6,914,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
283185.00,2007,2008,6,1366,11,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
169911.00,2005,2008,6,914,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
38053.00,1992,2008,6,355,5,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
221238.00,2007,2008,6,1103,16,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
159292.00,2005,2008,6,914,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
129646.00,1993,2008,6,914,14,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
176991.00,1993,2008,6,1288,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
225663.00,2005,2008,6,1184,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
92035.00,1993,2008,6,644,10,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
38584.00,1992,2008,6,355,9,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
225663.00,2007,2008,6,868,20,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
333628.00,2007,2008,6,1387,17,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
185840.00,2007,2008,6,868,6,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
163716.00,1986,2008,6,1131,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
167964.00,2006,2008,6,903,14,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
348672.00,2007,2008,6,1387,38,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
362831.00,2007,2008,6,1387,35,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
333628.00,2007,2008,6,1387,14,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
168141.00,2006,2008,6,903,1,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
199115.00,2007,2008,6,868,9,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
141592.00,1978,2008,6,903,8,corridor,individual_heating,self_management,87,2,2,1,1,11
194690.00,2007,2008,6,868,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
346017.00,2007,2008,6,1387,17,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
317699.00,2007,2008,7,1483,11,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2008,7,1483,19,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
348672.00,2007,2008,7,1483,5,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
408849.00,2007,2008,7,1690,3,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
337168.00,2007,2008,7,1483,3,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
348672.00,2007,2008,7,1483,4,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
340707.00,2006,2008,7,1743,6,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
380530.00,2006,2008,7,2056,17,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
380530.00,2006,2008,7,2056,26,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
58849.00,1992,2008,7,576,1,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
61946.00,1992,2008,7,576,12,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
137168.00,1993,2008,7,914,10,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
121238.00,1993,2008,7,914,3,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
65486.00,1992,2008,7,576,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
141592.00,2005,2008,7,743,14,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
68141.00,1992,2008,7,644,6,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
92035.00,1993,2008,7,644,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
230088.00,2005,2008,7,1184,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
80530.00,1993,2008,7,644,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
48672.00,1992,2008,7,576,3,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
38053.00,1992,2008,7,355,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
185840.00,1993,2008,7,1451,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
123008.00,1986,2008,7,1131,1,terraced,central_heating,management_in_trust,713,7,1,1,0,6
132743.00,1986,2008,7,914,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
151327.00,1986,2008,7,1131,3,terraced,central_heating,management_in_trust,713,7,1,1,0,6
398230.00,2007,2008,7,1519,26,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
190265.00,1986,2008,7,1377,9,terraced,central_heating,management_in_trust,713,7,1,1,0,6
165929.00,1986,2008,7,1313,4,terraced,central_heating,management_in_trust,713,7,1,1,0,6
408849.00,2007,2008,8,1690,3,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
307964.00,2007,2008,8,1273,6,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
383185.00,2007,2008,8,1483,17,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
371681.00,2007,2008,8,1483,6,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
348672.00,2007,2008,8,1483,3,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
360176.00,2007,2008,8,1483,6,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
278761.00,2006,2008,8,1743,5,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
380530.00,2006,2008,8,2056,11,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
204424.00,2006,2008,8,914,13,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
75221.00,1993,2008,8,644,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
84070.00,1993,2008,8,644,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
92035.00,1993,2008,8,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
79646.00,1992,2008,8,644,10,mixed,individual_heating,self_management,142,3,1,1,1,14
204424.00,1993,2008,8,2337,14,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
252212.00,2007,2008,8,914,13,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
194690.00,1993,2008,8,2337,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
63716.00,1992,2008,8,576,7,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
37610.00,1992,2008,8,355,10,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
90265.00,1993,2008,8,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
115044.00,1993,2008,8,914,2,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
273451.00,2007,2008,8,1394,15,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
36283.00,1992,2008,8,355,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
154867.00,2005,2008,8,914,8,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
90707.00,1993,2008,8,644,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
128318.00,1993,2008,8,914,7,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
172566.00,2006,2008,8,903,3,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
348672.00,2007,2008,8,1387,43,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
362831.00,2007,2008,8,1387,35,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
448672.00,2007,2008,8,1643,35,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
75221.00,1997,2008,9,644,7,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
73451.00,1997,2008,9,644,4,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
70796.00,1997,2008,9,558,13,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
180530.00,2006,2008,9,814,6,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
123008.00,2003,2008,9,907,8,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
100000.00,1986,2008,9,910,16,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
247787.00,2006,2008,9,1437,6,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
90707.00,1993,2008,9,644,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
182743.00,2005,2008,9,914,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
137168.00,2005,2008,9,743,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
61504.00,1992,2008,9,576,2,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
215929.00,2005,2008,9,1184,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
291415.00,2007,2008,9,1419,26,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
78318.00,1993,2008,9,644,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
46017.00,1992,2008,9,355,9,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
112831.00,1993,2008,9,914,2,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
82743.00,1993,2008,9,644,16,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
66371.00,1992,2008,9,576,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
77876.00,1993,2008,9,644,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
91150.00,1993,2008,9,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
137168.00,2005,2008,9,743,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
168141.00,2005,2008,9,914,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
333628.00,2007,2008,9,1387,16,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
348672.00,2007,2008,9,1387,42,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
143362.00,1986,2008,9,914,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
389380.00,2007,2008,9,1519,31,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
141592.00,1986,2008,9,914,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
346017.00,2007,2008,9,1387,26,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
58407.00,1997,2008,10,430,8,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
55752.00,1997,2008,10,430,5,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
59115.00,1985,2008,10,587,10,corridor,individual_heating,self_management,80,1,1,2,1,4
92920.00,1986,2008,10,910,11,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
230088.00,2006,2008,10,1149,12,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
127433.00,1993,2008,10,914,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
176991.00,1993,2008,10,1761,19,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
119469.00,1993,2008,10,914,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
60619.00,1992,2008,10,576,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
277256.00,2007,2008,10,1366,5,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
281592.00,2007,2008,10,1366,9,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277256.00,2007,2008,10,1366,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,5,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,9,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
209911.00,2007,2008,10,1103,5,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,9,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,11,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,3,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
220265.00,2007,2008,10,1103,30,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,8,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,25,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,13,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,7,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,23,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
273362.00,2007,2008,10,1419,7,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,6,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,5,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,3,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,5,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
273362.00,2007,2008,10,1419,6,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,6,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,17,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,18,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,27,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,9,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,16,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,17,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
295575.00,2007,2008,10,1394,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
282566.00,2007,2008,10,1394,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,6,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
286902.00,2007,2008,10,1394,8,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
291238.00,2007,2008,10,1394,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
277876.00,2007,2008,10,1419,16,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
38053.00,1992,2008,10,355,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
115044.00,1993,2008,10,914,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
123893.00,1986,2008,10,1131,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
209734.00,2007,2008,10,868,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
155752.00,1986,2008,10,1131,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
176991.00,2006,2008,10,903,10,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
556637.00,2007,2008,10,1928,31,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
185840.00,2006,2008,11,910,19,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
47787.00,1986,2008,11,508,2,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
91150.00,1986,2008,11,910,13,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
262831.00,2006,2008,11,1412,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
84070.00,1993,2008,11,644,7,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
286902.00,2007,2008,11,1394,10,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
115044.00,1993,2008,11,914,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
37168.00,1992,2008,11,355,10,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
138053.00,2005,2008,11,743,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
123451.00,2005,2008,11,743,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
34955.00,1992,2008,11,355,12,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
291238.00,2007,2008,11,1394,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
123893.00,1993,2008,11,914,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
115044.00,1993,2008,11,914,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
75221.00,1993,2008,11,644,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
277256.00,2007,2008,11,1366,3,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
200884.00,2007,2008,11,868,14,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
130973.00,1986,2008,11,914,1,terraced,central_heating,management_in_trust,713,7,1,1,0,6
71681.00,1997,2008,12,644,10,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
74778.00,1997,2008,12,644,13,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
66814.00,1997,2008,12,558,11,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
119469.00,2006,2008,12,636,19,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
188053.00,2006,2008,12,910,8,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
53097.00,1985,2008,12,587,4,corridor,individual_heating,self_management,80,1,1,2,1,4
